component,actual_eigenvalue,pa_95th_threshold,retain
1,4.401772523067978,1.398280526940758,True
2,1.3835151977121574,1.2387518238232278,True
3,0.9595117346773927,1.13267850040743,False
4,0.19808856636302768,1.0463342793949848,False
5,0.02721690736608283,0.969158634301646,False
6,0.0255927354713313,0.894642548363922,False
7,0.004302335342029834,0.8075830855239211,False
