pche_variant,n_components,components,cronbach_alpha,risk_qid,n,ols_interaction_beta,ols_interaction_se,ols_interaction_p,ols_adj_r2,cluster_permutation_p,cluster_bootstrap_ci_lo,cluster_bootstrap_ci_hi,fe_interaction_beta,fe_interaction_se,fe_interaction_p,fe_adj_r2,cr1_interaction_beta,cr1_interaction_se,cr1_interaction_p
narrow_no_intent_4,4,"QUO179, QUO41, QUO65, QUO249",0.9103836722085732,QUO197,180,-0.3149709274936674,0.1306531329572006,0.01694939760350156,0.42043506688721355,0.2716,-0.6284823588658502,0.1488581806560646,-0.3225204203502511,0.18571452621495488,0.084730748951662,0.7608026567039611,-0.3225204203502511,0.2011910198417214,0.11817323546594927
narrow_no_intent_4,4,"QUO179, QUO41, QUO65, QUO249",0.9103836722085732,QUO210,180,-0.3359387387029329,0.12353487596227847,0.00719581621073595,0.44939627829832474,0.2316,-0.6767642998810407,0.0697357416643962,-0.40302325397618965,0.17806324256675088,0.02520840184135431,0.7649759289009335,-0.40302325397618965,0.22509654117580155,0.08229061257298098
