component,eigenvalue,parallel_threshold_95,retain
PC1,4.401772523067979,1.398280526940758,True
PC2,1.383515197712157,1.2387518238232278,True
PC3,0.9595117346773928,1.13267850040743,False
PC4,0.19808856636302774,1.0463342793949848,False
PC5,0.027216907366083072,0.969158634301646,False
PC6,0.025592735471331274,0.894642548363922,False
PC7,0.004302335342029986,0.8075830855239211,False
